sample,orf,mapped_reads,amplicons,gRNA_count,sgRNA_HQ_count,sgRNA_LQ_count,sgRNA_LLQ_count,gRHPT,sgRPTg_HQ,sgRPTg_LQ,sgRPTg_LLQ,sgRPTg_ALL,sgRPHT_HQ,sgRPHT_LQ,sgRPHT_LLQ,sgRPHT_ALL
V_GLA2_72,ORF1a,225812,1|2|3|4|5,6749,985,258,20,2988.7694188085666,10990.186245550349,3005.9787308482614,233.16453024623598,14229.329506644846,436.2035675694827,114.25433546490001,8.856925229837211,559.31482826422
V_GLA2_72,S,225812,71|73,2861,24,5,4,1266.9831541282128,9.213051823416507,5.441758637236084,1.5355086372360844,16.190319097888676,10.628310275804653,2.2142313074593027,1.771385045967442,14.613926629231397
V_GLA2_72,ORF3a,225812,84|85|86|87|88|89,11962,12,7,8,5297.3269799656355,17.11581008118118,8.527579187805879,7.392694668920967,33.036083937908025,5.3141551379023255,3.0999238304430237,3.542770091934884,11.956849060280232
V_GLA2_72,E,225812,87|88|89|90,8355,10,3,98,3699.9805147644947,10.003841471238108,2.832745371127377,68.63926014490156,81.47584698726703,4.4284626149186055,1.3285387844755816,43.39893362620233,49.15593502559651
V_GLA2_72,M,225812,87|88|89|90,8355,75,27,14,3699.9805147644947,30.775846937304163,15.208789653310046,8.387446584281848,54.372083174896055,33.213469611889536,11.956849060280234,6.199847660886046,51.37016633305582
V_GLA2_72,ORF6,225812,89|90|91|92,7975,12,2,16,3531.698935397588,6.165539093681501,0.4548555833522856,17.698660891200266,24.319055568234052,5.314155137902326,0.885692522983721,7.085540183869769,13.285387844755817
V_GLA2_72,ORF7a,225812,90|91|92|93|94|95,4988,28,9,18,2208.9171523214,53.1532628468268,12.612360025975821,23.841765818318674,89.6073886911213,12.399695321772093,3.985616353426745,7.971232706853488,24.356544382052327
V_GLA2_72,ORF8,225812,92|93|94|95|97,3898,2,0,7,1726.2147272952725,4.002951484965873,0,15.457745908674289,19.46069739364016,0.885692522983721,0,3.0999238304430237,3.9856163534267446
V_GLA2_72,N,225812,93|94|95|96|97,3488,82,32,25,1544.6477600836092,152.18668772196207,56.36377900332254,48.64282033389625,257.1932870591809,36.31339344233257,14.171080367739538,11.071156537296513,61.55563034736862
V_GLA2_72,N*,225812,95|96|97,2773,2,0,18,1228.012683116929,2.7325099816653795,0,16.957368663662994,19.689878645328374,0.885692522983721,0,7.97123270685349,8.856925229837211
V_GLA2_72,ORF10,225812,98,867,1,0,12,383.94770871344303,1.1534025374855825,0,13.84083044982699,14.994232987312573,0.4428462614918605,0,5.314155137902326,5.757001399394187
VA_GLA2_24,ORF1a,628001,1|2|3|4,17870,4706,1024,82,2845.536870164219,33771.608587173876,7366.906474820144,589.9280575539568,41728.44311954798,749.3618640734649,163.05706519575605,13.057304048878903,925.4762333180998
VA_GLA2_24,S,628001,71|72|73,10630,8,4,0,1692.6724638973506,4.225083651362525,0.7765482430596001,0,5.001631894422125,1.2738833218418442,0.6369416609209221,0,1.9108249827627661
VA_GLA2_24,ORF3a,628001,84|85,11547,4,3,11,1838.6913396634718,0.9796718099436689,0.7347538574577516,2.0284482833299076,3.742873950731328,0.6369416609209221,0.4777062456906916,1.7515895675325357,2.8662374741441496
